material_entity_id	material_entity_type	preparations	dispositions	institution_code	institution_id	collection_code	collection_id	owner_institution_code	catalog_number	record_number	recorder_by	recorder_by_id	associated_references	associated_secuences	other_catalog_numbers
024840e709a581d224dec54a7132e2d8	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			869-CHIS-634	ROP 500	Rafael Ortega Paczka				
0256be921488b50c5769abc500924d9b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6870-SLP-21		Eduardo Limón García				
025a014fb652a37db94cd661fd9074d9	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11275-OAX-1104		Flavio Aragón Cuevas; Nicolás Dillanes Ramírez; Simón Méndez				
0265b415ac7d5051cbb6863381daa1a2	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1766-1		Hugo Perales Rivera				
027160dc96e7eaf59c8a8feb9fe9ad0b	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0085-5		Hugo Perales Rivera				
027ec5c4109117fa5d51ae0bd232a7a0	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1764-1		Hugo Perales Rivera				
0283b32901fd46a5af1a387604cb7d17	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5970-PUE-199		Hermilo Hugo Ángeles Arrieta				
028557e9bf804bdb1bc12bdcf78cc30a	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1608-3		Hugo Perales Rivera				
02884c02ea03f5d36f96f4ea703fbd1e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5301-OAX-100						
029064aee531f985768784dd616d121c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2809-JAL-105						
02907fc167a8100cd42cc001b6c071fa	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10024-JSG-LOS-45	JSG & LOS 44	José de Jesús Sánchez González; L Ordaz				
02948b02384e8db4ebe48db8094cd85b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9389-BCS-20						
02951bb82afe6dfc32b9b3b0c3a1b552	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11130-OAX-959		Flavio Aragón Cuevas; Fabián; Simón Méndez				
029c5b9ec2f6a4678353e07a658fc064	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10759-HGO-339		Yolanda Beltrán Vargas; Fidel Arellano Tolentino				
029fe5b3f00e286e941fcc5fcd530200	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0205-3		Hugo Perales Rivera				
02a0dc8f0dc090cedfde926da67b7a0d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7203-SIN-145						
02a4fff39ed51600a3bf0415ab0390ef	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0580-2		Hugo Perales Rivera				
02a862cd89b916cf2da7671d13e3d04a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9187-MICH-472	ND 43					
02a98f3cf4683637d273883bed50568d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4757-NAY-12	EHX 1538	Efraím Hernández-Xolocotzi Guzmán				
02aafb3018e227d1fa72441e9324222e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9509-TLAX-452	AMA & SSC 120					
02ad116a6f9279da699fa11f82dfbb52	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3787-MEX-387	FOH 11	Francisco Obregón Hernández				
02ad242c1927f07f4952a223ca904a7d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6612-QRO-7						
02ae18c6eb583d6677b7965dfe705817	ORGANISM	Germoplasma en conservación		CIMMYT		CIMMYT			10311-T.spp-1616-39						
02ae5f6c087adedae9c3fa5c95e6e5da	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1338-1		Hugo Perales Rivera				
02afbdcf94ccc7ce9f754e19ba2740b1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9444-TLAX-387	AMA & SSC 55					
02b3327d680384c287abcab6ca02a722	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6305-PUE-545		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
02bc97d3de22f27a8fe17476f3a4fb38	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10883-OAX-712	JFJT 43	Juan Manuel Hernández Casillas; Flavio Aragón Cuevas; Jaime Díaz; Suketoshi Taba				
02bd92a36d1fca0246e658281b6a827b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11437-OAX-1266		Horacio Espinosa Paz				
02c319d5da91c045417399a73f215b91	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			764-CHIS-529	ROP 324	Rafael Ortega Paczka				
02c3205dc871d6df16c9c5c3c37e453d	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0078-2		Hugo Perales Rivera				
02c56b1902d6755ee36f581efe84606b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3314-JAL-599		Santiago Medina Ocegueda				
02c762291079c38dc2ff1be54b4096af	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0378-1		Hugo Perales Rivera				
02c97e82c444afab7a2e85c6f52d75ba	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6050-PUE-291	IIA 704					
02d3608a9979a7be40e342cc4b737253	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4679-MOR-99		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
02d995362694206d112cfd0022b18fad	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3021-JAL-306	EHX 15428	Efraím Hernández-Xolocotzi Guzmán				
02df068a8eb212ba4ef3585e5a9d0fb4	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9054-VER-676	PRV, JAA, MSM, DA, RA, PS 26	Porfirio Ramírez Vallejo; Jesús Alcázar A.; Mauro Sierra Macías; Darío Aburto; Ricardo Arroyo; Pascual de los Santos; Mauro Balderas Muñoz; Francisco Ortíz; Cirilo Ortíz Ortíz				
02e9255c456720886cfacbf5da5d47a4	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9220-MICH-500	ND 76					
02e986a58fd45b4b568482f482620ac2	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3385-JAL-670		Santiago Medina Ocegueda; Salvador Hurtado de la Peña				
02f09c094c8081ada3608c2521e6458c	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0566-1		Hugo Perales Rivera				
02f3fab1b326ebdaf83a6313c65ac161	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			625-CHIS-391	ROP 129	Rafael Ortega Paczka				
02fc7600e149169e6a07cb034d2360b6	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7812-TLAX-237		Abel Muñoz Orozco; Salvador Domínguez Sánchez; Palafox; de la Vega; Ávila; de Haro; Alfonso Macías; Alberto Flores; Francisco Ramírez; Pimentel				
03012322106b27b110e995f8201ff7e1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2560-HGO-99		Manuel Livera Muñoz				
030e195a516a30f25dd6b04c061aef80	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3590-MEX-190						
030ed60fec24264e7fabda17a5897d66	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9091-VER-713	PRV, JAA, MSM, DA, RA, PS 63	Porfirio Ramírez Vallejo; Jesús Alcázar A.; Mauro Sierra Macías; Darío Aburto; Ricardo Arroyo; Pascual de los Santos; Mauro Balderas Muñoz; Francisco Ortíz; Cirilo Ortíz Ortíz				
030f66b4c09c35dc66f18d33113dd45c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10036-JSG-LOS-73	JSG & LOS 73	José de Jesús Sánchez González; L Ordaz				
031234f607d13aeb9500b07ac6ad5884	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3403-MEX-7						
03123f55f82fd712a0282a3210e11a02	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4514-MICH-384	EHX 15561	Efraím Hernández-Xolocotzi Guzmán				
0315f63a1bca86b3bb1e2c3f9a3b5087	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11935-OAX-1764		F Humberto Castro García; Nicolás Dillanes Ramírez; Ciro Bautista Gregorio				
031de02267b4b91a80b0d81f707133b8	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			502-CHIS-268	IIA 1212					
032831ee7346768d54bd61fb774659bc	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8365-VER-500	MFB & ARR 321	José Manuel Fernández Brondo; Alberto Ramos Rodríguez				
03286afaec02fd64a583abfdf3c504b3	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1014		Hugo Perales Rivera				
032b90a084b7aeb0f95ed6fe565fcbf0	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			651-CHIS-417	ROP 171	Rafael Ortega Paczka				
032d89a0e7f8d45fde181d7dede7ee44	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5865-PUE-96B	EHX 755	Efraím Hernández-Xolocotzi Guzmán				
032dd7a810c3a3ee7c871165c6750019	ORGANISM	Germoplasma en conservación		CINVESTAV-IPN		UCG-CINVESTAV			1560		Luis M Arias Reyes; José Luis Chávez Servia; Luis Latournerie Moreno				
032eda31c601e42f6361775dc435d8d5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3665-MEX-265		Miguel Pedrizco Ramírez				
033025d07fa153b143d729fd2caed2d5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1098-CHIH-163	EHX 15169	Efraím Hernández-Xolocotzi Guzmán				
0330e3041e345801cae5a470e85baee4	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10937-OAX-766	J 97	Jaime Díaz				
03328cbf89f43fe081b226ca7aa2567f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8986-ZAC-239		Rafael Ortega Paczka; José Luis Rodríguez Ontiveros; Jorge Covarrubias Prieto				
033447e06896a2b6f12c77e951bc57a7	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11339-OAX-1168		Flavio Aragón Cuevas; Víctor Serrano Altamirano				
033597c1aa078ddf51810271759867d8	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			607-CHIS-373	ROP 109	Rafael Ortega Paczka				
0337a54e5ead6631ac39d410ab739280	ORGANISM	Germoplasma en conservación		IMAREFI-CUCBA-UDG		IMAREFI			10582-JAL-777	RLI 05020	Rogelio Lepiz Ildefonso				
0338fc6a156c033ee5110a8b859bba25	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1131-1		Hugo Perales Rivera				
0342e60e3c164bf95d9f4e051cc82fe5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9552-TLAX-495	AMA & SSC 163					
0342faf437ffb7c328d1b360a2df02f8	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			423-CHIS-191	EHX 1456	Efraím Hernández-Xolocotzi Guzmán				
034348d41dc4f07205310d9ef06a6287	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6848-QROO-132	HML 137	Higinio Mayorquín López				
0344b912890c74e78a0963cefd4deab3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6960-SLP-108		Rogelio del Toro Stodelly				
034eb4bf06f0ec1a78aa37808bf76ee3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7502-TAMS-76						
0351b3632597adbcdcfd68fd395b57f5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3729-MEX-329	IIA 205					
0354d9fe7be910fbc9c77a409e2fd4d6	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11358-OAX-1187		Flavio Aragón Cuevas; Víctor Serrano Altamirano				
03575fb78064a59a10c8b86f485fa5be	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11667-OAX-1496		F Humberto Castro García; Simón Méndez				
035a1b7f22e17f0c314f9252358d2646	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5157-NL-77	CVM y estudiantes de UANL 33	Ciro Valdez Montoya				
03642a2d7e6d4bc366ab7e8a85f80959	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0069-1		Hugo Perales Rivera				
036a578a827734e1feecba706d1c8fa2	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0243-1		Hugo Perales Rivera				
036bf9ab709f32d0743e65796c1b3d8d	ORGANISM	Germoplasma en conservación		CIMMYT		CIMMYT			10352-T.spp-5085-553						
036ea4909341a0f395f8003c3822ac75	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10754-HGO-334		Yolanda Beltrán Vargas; Fidel Arellano Tolentino				
037247940ff28519f24a9b00f01e5e4c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3006-JAL-291	EHX 15403	Efraím Hernández-Xolocotzi Guzmán				
037b321c2fcd5fc5819ab04a913ccb8b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			322-CHIS-91	EHX 1095	Efraím Hernández-Xolocotzi Guzmán				
0384c97026aa67497c56801f5d2d0214	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0001-3		Hugo Perales Rivera				
03879021c94cf1d196311c0e1d124e0d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			563-CHIS-329	ROP 21	Rafael Ortega Paczka				
038aafdc40b09ae233f227e3f0228c40	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0693-2		Hugo Perales Rivera				
038d7923122fe7ae8c96702df4c47d65	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6859-SLP-10						
038f9252d950e056777bd0dcd86a06a7	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2175-GRO-100	EHX 3098	Efraím Hernández-Xolocotzi Guzmán				
0390e6d09cec6e832ee9f5d9f1fc4630	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10479-CHIH-470		Venancio Solano Romero; Moisés Chávez Hernández				
03934ade525ba7e64beece2eb4420330	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			684-CHIS-449	ROP 225	Rafael Ortega Paczka				
03990acde6bf4bf5963d705a5338e9db	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10975-OAX-804	FJS 135	Flavio Aragón Cuevas; Jaime Díaz; Suketoshi Taba				
039a901e7cf94437d686bd893e8d4c93	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0898-1		Hugo Perales Rivera				
03a0c5089e88094fd7d7eec4c656904f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5148-NL-68	CVM y estudiantes de UANL 21	Ciro Valdez Montoya				
03a9b2617117ac43966c4a326dc0499f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2432-GRO-353	ERC 74	Enrique Romo Calderón				
03b7e6179a9d921fbda57834b6d6bbdb	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7332-SON-101	EHX 15003	Efraím Hernández-Xolocotzi Guzmán				
03c99b1abb6cfb5de46144c7487e1b40	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11163-OAX-992		Flavio Aragón Cuevas; Fabián; Simón Méndez				
03cfa0986cfa8c05dfc261ec5477e26d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9403-TLAX-346	AMA & SSC 14					
03d0112be52212649452a0fd87e80361	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0048-3		Hugo Perales Rivera				
03d060f3069f03f87a99ddd9b0d6009b	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1191-1		Hugo Perales Rivera				
03d08c1f2a8504b90f14ba8e5718b233	ORGANISM	Germoplasma en conservación		IMAREFI-CUCBA-UDG		IMAREFI			10598-JAL-791	JRP & JGML 05040	José Ron Parra; José Guadalupe Martin López				
03de2651cd88c981887b957d0a66ab0e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9717-GTO-389	BMDH 19					
03f1c56a93c2df058d16036c5272eb73	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9148-MICH-455	ND 4					
03f5f295f52d87803b1777d5651e9db5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6685-QRO-80						
0400350724bc8109badf83942b06f721	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			999-CHIH-64	AME 85	Anastasio Morales Esparza				
0401df67227fa2a31b2b5fa1ff33eb2e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10084-JSG-LOS-171	JSG & LOS 171	José de Jesús Sánchez González; L Ordaz				
0408ee49dfde7fe30ed6fe0a10713d09	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3336-JAL-621		Salvador Hurtado de la Peña				
040919a752aaaaef1eadbeef678ad38b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1507-DGO-47	IIA 601					
040957383cad989e22e55731c7fab54b	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1017		Hugo Perales Rivera				
040bf547cb51a150492b9816c9489335	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7076-SIN-18	EHX 14757	Efraím Hernández-Xolocotzi Guzmán				
041d192d000c372a62700517c09a60b8	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3263-JAL-548		Héctor López Neria				
04204b9833c7420a96367f0807d00cae	ORGANISM	Germoplasma en conservación		CINVESTAV-IPN		UCG-CINVESTAV			1716		Luis M Arias Reyes; José Luis Chávez Servia; Luis Latournerie Moreno				
0424b38f67aaeb2889e568eac7f063b9	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2007-GTO-278	JRPA 14	José Ron Parra				
0425da9fd8f5321b639813110a60c227	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			706-CHIS-471	ROP 249	Rafael Ortega Paczka				
042aff7936d8c4a397e290f00158d631	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3059-JAL-344	ROP, JLRO, JCP 200	Rafael Ortega Paczka; José Luis Rodríguez Ontiveros; Jorge Covarrubias Prieto				
042c19be2d1df3158cc35dceb1b15e43	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1435-1		Hugo Perales Rivera				
043803805e9e6edaf761cd94b73301b9	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6249-PUE-489	PP 174					
04401a4fe51003d680b22889b139f54b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4100-MEX-699		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
0443629da73b5b7506e0937335c3b082	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7682-TLAX-107		Abel Muñoz Orozco; Salvador Domínguez Sánchez; Palafox; de la Vega; Ávila; de Haro; Alfonso Macías; Alberto Flores; Francisco Ramírez; Pimentel				
04441d5a416b5c185945c57fe73eafb5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6160-PUE-400	PP 71					
044be798dcb8adf9d2fae863db63fc12	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0160-1		Hugo Perales Rivera				
0451fe802d8a77e4238f20df8260bdfc	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2908-JAL-198	EHX 4678	Efraím Hernández-Xolocotzi Guzmán				
0454cff0678111b85e79065c45d55ea3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4134-MICH-11						
0457aea30e19ff8760f22158c18a70c0	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1257-CHIH-322	CP 359					
045fd160d2a171c53dd59a31af4d0285	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1459-2		Hugo Perales Rivera				
0462a4ca837c39f3506e4fc4f705a9f9	ORGANISM	Germoplasma en conservación		CINVESTAV-IPN		UCG-CINVESTAV			1508		Luis M Arias Reyes; José Luis Chávez Servia; Luis Latournerie Moreno				
0463e68b950ea2083fb4d42f7e2ebc15	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11981-OAX-1810		F Humberto Castro García; Nicolás Dillanes Ramírez				
046714dc7e872d3b209b640fdddfc77b	ORGANISM	Germoplasma en conservación		CINVESTAV-IPN		UCG-CINVESTAV			1548		Luis M Arias Reyes; José Luis Chávez Servia; Luis Latournerie Moreno				
04714e477f6abbbd37acd2eae6932d5d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5749-OAX-545	ROP & ARF 27	Rafael Ortega Paczka; Alfonso Ramírez Fonseca				
047646e9683b9bc232b1465f74055cd6	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4406-MICH-276						
047889cf4ab776b36a25136bfc1a5e21	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			581-CHIS-347	ROP 54	Rafael Ortega Paczka				
04788a40109b48dd354a506aa186e930	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7536-TAMS-110						
0478cf1556945ff969211d49e7a177aa	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4674-MOR-94		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
047b61cdf4ae7e6ba48d0c0cbd18e6d6	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8051-VER-142	JJR 2	José Jiménez Ramírez				
047c8be8b95f17af0f6de3c07e8ba369	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			12074-OAX-1903		Flavio Aragón Cuevas				
047d11c3eb6a9e1645a542654c58c798	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7064-SIN-6						
047f1a2648800f0b4435a35df7abaca2	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2267-GRO-188		Rogelio del Toro Stodelly				
0480e467dad5090f6d6eca89866a86fa	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11532-OAX-1361		F Humberto Castro García; Simón Méndez; Rafael Pérez González				
0494f68907e07ed9bc34b8638ce5c2b1	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1529-1		Hugo Perales Rivera				
04aa73c943e6fc6cb8b1bbefdeadd703	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0335-3		Hugo Perales Rivera				
04ac1f140a00774a9a829cf8d74abb92	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0960-1		Hugo Perales Rivera				
04afea51a0b070a7934d42933c88d829	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8073-VER-164	JJR 24	José Jiménez Ramírez				
04b02cc370d225987fd16d05c62e45fc	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2490-HGO-29						
04b2a6388a1beb67f0b11d3ee257a7d4	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2498-HGO-37		Gerald Lemaire				
04b4e2423fc03fdea4d12fef67ed5cac	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10878-OAX-707	JFJT 38	Juan Manuel Hernández Casillas; Flavio Aragón Cuevas; Jaime Díaz; Suketoshi Taba				
04b8298a166ec4842ed67b03986743e3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8685-YUC-189		A Vázquez				
04b88ac3c1cf56550aa4e0babf75e1bd	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			255-CHIS-29	EHX 445	Efraím Hernández-Xolocotzi Guzmán				
04bb5ba7d6fa41a37be3449e803b584a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7122-SIN-64	EHX 14844	Efraím Hernández-Xolocotzi Guzmán				
04bc5672754d63af19409f55c5aa6004	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1589-1		Hugo Perales Rivera				
